cidade,codestacao,datahora,id_sensor,latitude,longitude,nome,offset,qualificacao,uf,valor
RECIFE,261160609A,2026-09-22 00:30:00,10,-8.120975,-34.913983,Torreão,,0,PE,0.0
RECIFE,261160609A,2026-09-22 00:40:00,10,-8.120975,-34.913983,Torreão,,0,PE,0.0
RECIFE,261160618A,2026-09-22 01:00:00,10,-8.037,-34.884,Imbiribeira,,0,PE,0.0
RECIFE,261160609A,2026-09-22 01:40:00,10,-8.120975,-34.913983,Torreão,,0,PE,0.0
RECIFE,261160618A,2026-09-22 02:00:00,10,-8.037,-34.884,Imbiribeira,,0,PE,0.0
RECIFE,261160609A,2026-09-22 02:40:00,10,-8.120975,-34.913983,Torreão,,0,PE,0.0
RECIFE,261160618A,2026-09-22 03:00:00,10,-8.037,-34.884,Imbiribeira,,0,PE,0.0
RECIFE,261160609A,2026-09-22 04:40:00,10,-8.120975,-34.913983,Torreão,,4,PE,0.78536
RECIFE,261160618A,2026-09-22 05:00:00,10,-8.037,-34.884,Imbiribeira,,0,PE,0.0
RECIFE,261160609A,2026-09-22 05:40:00,10,-8.120975,-34.913983,Torreão,,0,PE,0.0
RECIFE,261160618A,2026-09-22 06:00:00,10,-8.037,-34.884,Imbiribeira,,0000,PE,0.0
RECIFE,261160609A,2026-09-22 06:40:00,10,-8.120975,-34.913983,Torreão,,0000,PE,0.0
RECIFE,261160618A,2026-09-22 07:00:00,10,-8.037,-34.884,Imbiribeira,,0000,PE,0.0
RECIFE,261160609A,2026-09-22 07:40:00,10,-8.120975,-34.913983,Torreão,,0000,PE,0.0
RECIFE,261160618A,2026-09-22 08:00:00,10,-8.037,-34.884,Imbiribeira,,0000,PE,0.0
RECIFE,261160609A,2026-09-22 08:40:00,10,-8.120975,-34.913983,Torreão,,0000,PE,0.0
